Stage2.Measurement14.DV_ErrorRate,Stage2.Output.Measurement14.U.Actual,Machine1.RawMaterial.Property1,Machine1.RawMaterial.Property2,Machine1.RawMaterial.Property3,Machine1.RawMaterial.Property4,Machine1.Zone1Temperature.C.Actual,Machine1.Zone2Temperature.C.Actual,Machine1.MotorRPM.C.Actual,Machine1.ExitZoneTemperature.C.Actual,Machine2.RawMaterial.Property1,Machine2.RawMaterial.Property2,Machine2.RawMaterial.Property3,Machine2.RawMaterial.Property4,Machine2.Zone1Temperature.C.Actual,Machine2.Zone2Temperature.C.Actual,Machine2.MotorRPM.C.Actual,Machine2.ExitZoneTemperature.C.Actual,Machine3.RawMaterial.Property1,Machine3.RawMaterial.Property2,Machine3.RawMaterial.Property3,Machine3.RawMaterial.Property4,Machine3.Zone1Temperature.C.Actual,Machine3.Zone2Temperature.C.Actual,Machine3.MotorRPM.C.Actual,Machine3.ExitZoneTemperature.C.Actual,FirstStage.CombinerOperation.Temperature3.C.Actual,Machine4.Temperature1.C.Actual,Machine4.Temperature2.C.Actual,Machine4.Pressure.C.Actual,Machine4.Temperature3.C.Actual,Machine4.Temperature4.C.Actual,Machine4.Temperature5.C.Actual,Machine5.Temperature1.C.Actual,Machine5.Temperature2.C.Actual,Machine5.Temperature3.C.Actual,Machine5.Temperature4.C.Actual,Machine5.Temperature5.C.Actual,Machine5.Temperature6.C.Actual
0.308,8.1,11.54,200,963.0,247,71.9,72.4,10.48,75.1,12.59,236,601.11,257,68.99,69.59,13.91,59.7,9.02,186,421.16,200,78.4,77.9,13.62,65.1,80.1,363.0,365.0,17.0,315.0,17.0,304.0,310.0,289.9,264.6,237.7,245.0,65.0
0.356,7.545,11.54,200,963.0,247,71.9,72.6,10.52,75.1,12.59,236,601.11,257,69.01,69.09,13.89,60.4,9.02,186,421.16,200,78.4,78.0,13.71,65.2,80.0,363.0,363.0,17.0,314.0,17.0,303.0,310.0,289.9,264.7,237.7,244.8,65.0
0.351,7.603333333333333,11.54,200,963.0,247,71.9,72.6,10.52,75.1,12.59,236,601.11,257,68.97,69.04,13.87,60.1,9.02,186,421.16,200,78.4,78.1,13.75,65.1,80.0,363.0,363.0,18.0,315.0,18.0,304.0,310.0,289.9,264.7,237.8,245.0,64.9
0.351,7.602499999999999,11.54,200,963.0,247,71.9,72.7,10.52,75.1,12.59,236,601.11,257,68.99,69.08,13.87,59.8,9.02,186,421.16,200,78.4,78.1,13.65,65.1,80.0,363.0,362.0,17.0,315.0,17.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.341,7.711999999999999,11.54,200,963.0,247,71.9,72.7,10.52,75.1,12.59,236,601.11,257,68.97,69.09,13.89,59.7,9.02,186,421.16,200,78.4,78.1,13.74,65.1,80.0,363.0,362.0,17.0,315.0,17.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.347,7.651999999999998,11.54,200,963.0,247,71.9,72.7,10.48,75.1,12.59,236,601.11,257,68.99,69.07,13.84,59.6,9.02,186,421.16,200,78.4,78.2,13.69,65.1,80.0,363.0,362.0,18.0,315.0,18.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.349,7.623333333333332,11.54,200,963.0,247,71.9,72.7,10.52,75.1,12.59,236,601.11,257,68.99,69.09,13.93,59.6,9.02,186,421.16,200,78.4,78.2,13.69,65.1,80.0,363.0,362.0,18.0,315.0,18.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.346,7.662857142857142,11.54,200,963.0,247,71.9,72.7,10.52,75.1,12.59,236,601.11,257,68.98,68.95,13.87,59.6,9.02,186,421.16,200,78.3,78.2,13.79,65.1,80.0,363.0,362.0,18.0,315.0,18.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.348,7.634999999999999,11.54,200,963.0,247,71.9,72.7,10.48,75.1,12.59,236,601.11,257,69.01,69.11,13.86,59.6,9.02,186,421.16,200,78.3,78.2,13.75,65.1,80.0,363.0,362.0,17.0,315.0,17.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.341,7.716249999999999,11.54,200,963.0,247,71.9,72.7,10.52,75.1,12.59,236,601.11,257,68.97,69.08,13.93,60.2,9.02,186,421.16,200,78.3,78.2,13.7,65.2,80.0,363.0,362.0,17.0,315.0,17.0,304.0,310.0,289.9,264.8,237.9,245.0,64.8
0.344,7.684444444444444,11.54,200,963.0,247,71.9,72.7,10.48,75.1,12.59,236,601.11,257,68.99,69.09,13.94,60.2,9.02,186,421.16,200,78.3,78.2,13.75,65.2,80.0,363.0,362.0,18.0,315.0,18.0,304.0,310.0,289.9,264.8,237.9,245.0,64.8
0.356,7.543333333333332,11.54,200,963.0,247,72.0,72.5,10.48,75.1,12.59,236,601.11,257,68.99,69.08,13.94,59.8,9.02,186,421.16,200,78.3,77.9,13.69,65.2,80.0,361.0,362.0,17.0,314.0,17.0,304.0,310.0,290.0,264.9,237.9,245.0,64.8
0.355,7.557499999999999,11.54,200,963.0,247,72.1,72.3,10.48,75.1,12.59,236,601.11,257,69.01,69.05,13.93,59.7,9.02,186,421.16,200,78.3,77.9,13.67,65.2,80.0,361.0,362.0,18.0,313.0,18.0,304.0,310.0,290.0,264.9,237.9,244.9,64.7
0.343,7.696,11.54,200,963.0,247,72.1,72.3,10.52,75.1,12.59,236,601.11,257,68.98,69.07,13.86,59.7,9.02,186,421.16,200,78.3,77.9,13.82,65.2,80.0,360.0,362.0,18.0,313.0,18.0,304.0,310.0,290.0,264.9,237.9,244.9,64.7
0.337,7.759999999999999,11.54,200,963.0,247,72.1,72.1,10.48,75.1,12.59,236,601.11,257,69.0,69.07,13.94,60.3,9.02,186,421.16,200,78.3,78.0,13.61,65.2,80.0,360.0,361.0,17.0,313.0,17.0,304.0,310.0,290.0,265.0,238.0,245.1,64.7
0.331,7.8374999999999995,11.54,200,963.0,247,72.1,71.9,10.48,75.1,12.59,236,601.11,257,68.97,69.06,13.93,60.1,9.02,186,421.16,200,78.3,78.1,13.79,65.2,80.0,359.0,362.0,17.0,313.0,17.0,304.0,310.0,290.0,265.0,238.0,245.0,64.7
0.332,7.818,11.54,200,963.0,247,72.1,71.8,10.48,75.1,12.59,236,601.11,257,68.98,69.09,13.9,60.1,9.02,186,421.16,200,78.3,78.1,13.53,65.2,80.0,359.0,362.0,17.0,313.0,17.0,304.0,310.0,290.0,265.1,238.0,245.0,64.7
0.332,7.821666666666665,11.54,200,963.0,247,72.2,71.8,10.45,75.1,12.59,236,601.11,257,68.97,69.02,13.84,59.8,9.02,186,421.16,200,78.3,78.1,13.61,65.2,80.0,359.0,362.0,17.0,313.0,17.0,304.0,310.0,290.0,265.1,238.1,245.0,64.7
0.328,7.872499999999998,11.54,200,963.0,247,72.2,71.6,10.52,75.1,12.59,236,601.11,257,68.97,69.59,13.91,60.3,9.02,186,421.16,200,78.3,78.1,13.65,65.2,80.1,359.0,361.0,17.0,313.0,17.0,303.0,310.0,290.0,265.2,238.1,245.0,64.6
0.325,7.905999999999997,11.54,200,963.0,247,72.2,71.6,10.48,75.1,12.59,236,601.11,257,68.98,69.58,13.93,60.3,9.02,186,421.16,200,78.3,78.1,13.81,65.2,80.1,359.0,361.0,16.0,313.0,16.0,303.0,310.0,290.0,265.2,238.2,245.0,64.6
0.324,7.916666666666662,11.54,200,963.0,247,72.2,71.6,10.48,75.1,12.59,236,601.11,257,69.0,69.3,13.9,60.1,9.02,186,421.16,200,78.3,77.9,13.56,65.2,80.1,360.0,360.0,16.0,313.0,16.0,302.0,310.0,290.1,265.4,238.2,245.0,64.5
0.331,7.832499999999996,11.54,200,963.0,247,72.1,71.6,10.52,75.0,12.59,236,601.11,257,68.96,69.22,13.92,60.1,9.02,186,421.16,200,78.3,77.9,13.75,65.2,80.1,360.0,360.0,16.0,313.0,16.0,302.0,310.0,290.1,265.4,238.2,245.0,64.5
0.339,7.741999999999997,11.54,200,963.0,247,72.1,71.6,10.55,75.0,12.59,236,601.11,257,69.0,69.05,13.85,59.6,9.02,186,421.16,200,78.3,77.9,13.68,65.2,80.1,360.0,360.0,17.0,314.0,17.0,302.0,310.0,290.0,265.5,238.2,244.8,64.5
0.345,7.673333333333331,11.54,200,963.0,247,72.1,71.7,10.42,75.0,12.59,236,601.11,257,68.98,69.07,13.86,59.7,9.02,186,421.16,200,78.3,77.9,13.77,65.2,80.0,360.0,359.0,16.0,314.0,16.0,302.0,310.1,290.0,265.5,238.3,244.7,64.5
0.347,7.641999999999998,11.54,200,963.0,247,72.1,71.7,10.52,75.0,12.59,236,601.11,257,68.98,69.06,13.91,59.9,9.02,186,421.16,200,78.3,77.9,13.76,65.2,80.0,360.0,359.0,19.0,314.0,19.0,302.0,310.0,290.0,265.5,238.3,244.8,64.5
0.347,7.643333333333331,11.54,200,963.0,247,72.1,71.7,10.48,75.0,12.59,236,601.11,257,68.97,69.07,13.91,60.0,9.02,186,421.16,200,78.3,77.9,13.63,65.2,80.0,360.0,359.0,17.0,314.0,17.0,302.0,310.0,290.0,265.5,238.3,244.8,64.5
0.339,7.743999999999997,11.54,200,963.0,247,72.0,71.9,10.48,75.0,12.59,236,601.11,257,69.0,69.08,13.92,60.4,9.02,186,421.16,200,78.3,78.0,13.79,65.2,80.0,360.0,359.0,17.0,314.0,17.0,303.0,309.9,290.0,265.5,238.4,245.1,64.4
0.314,8.03833333333333,11.54,200,963.0,247,72.0,72.0,10.48,75.0,12.59,236,601.11,257,68.99,69.07,13.9,60.2,9.02,186,421.16,200,78.3,78.1,13.67,65.2,80.0,360.0,359.0,17.0,314.0,17.0,303.0,309.9,290.0,265.5,238.4,245.0,64.4
0.319,7.977142857142854,11.54,200,963.0,247,72.0,72.0,10.52,75.0,12.59,236,601.11,257,69.01,69.1,13.85,60.2,9.02,186,421.16,200,78.3,78.1,13.57,65.2,80.0,360.0,359.0,17.0,314.0,17.0,303.0,309.9,290.0,265.6,238.4,245.0,64.4
0.322,7.937499999999998,11.54,200,963.0,247,72.0,72.0,10.55,75.0,12.59,236,601.11,257,69.01,69.1,13.92,60.1,9.02,186,421.16,200,78.3,78.1,13.53,65.2,80.0,360.0,359.0,17.0,314.0,17.0,303.0,310.0,290.0,265.6,238.4,245.0,64.4
0.325,7.9066666666666645,11.54,200,963.0,247,72.0,72.0,10.55,75.0,12.59,236,601.11,257,69.0,69.08,13.87,60.0,9.02,186,421.16,200,78.3,78.1,13.62,65.2,80.0,360.0,359.0,16.0,314.0,16.0,303.0,310.0,290.0,265.6,238.4,245.0,64.4
0.322,7.935555555555553,11.54,200,963.0,247,72.0,72.0,10.45,75.0,12.59,236,601.11,257,68.98,69.07,13.92,60.0,9.02,186,421.16,200,78.3,78.1,13.61,65.2,80.0,360.0,359.0,17.0,314.0,17.0,303.0,310.0,290.0,265.6,238.4,244.9,64.4
0.325,7.905999999999997,11.54,200,963.0,247,72.0,72.1,10.48,75.0,12.59,236,601.11,257,68.98,69.06,13.86,59.9,9.02,186,421.16,200,78.3,78.1,13.66,65.2,80.0,360.0,359.0,17.0,314.0,17.0,303.0,310.0,290.0,265.6,238.4,244.9,64.4
0.327,7.886363636363634,11.54,200,963.0,247,72.0,72.1,10.55,75.0,12.59,236,601.11,257,69.01,69.07,13.89,59.7,9.02,186,421.16,200,78.3,78.2,13.75,65.2,80.0,360.0,359.0,18.0,314.0,18.0,303.0,310.0,290.0,265.6,238.4,245.0,64.4
0.323,7.921818181818179,11.54,200,963.0,247,72.0,72.1,10.45,75.0,12.59,236,601.11,257,68.96,69.06,13.86,59.7,9.02,186,421.16,200,78.3,78.2,13.57,65.2,80.0,360.0,359.0,17.0,314.0,17.0,303.0,310.0,290.0,265.6,238.4,245.0,64.4
0.325,7.904999999999998,11.54,200,963.0,247,72.0,72.1,10.48,75.0,12.59,236,601.11,257,68.98,69.08,13.87,59.7,9.02,186,421.16,200,78.3,78.2,13.79,65.2,80.0,360.0,359.0,17.0,314.0,17.0,303.0,310.0,290.0,265.6,238.4,245.0,64.4
0.326,7.894615384615382,11.54,200,963.0,247,72.0,72.2,10.48,75.0,12.59,236,601.11,257,68.97,69.06,13.89,59.7,9.02,186,421.16,200,78.3,78.2,13.76,65.2,80.0,360.0,359.0,17.0,314.0,17.0,303.0,310.0,290.0,265.6,238.4,245.1,64.4
0.327,7.8857142857142835,11.54,200,963.0,247,72.0,72.2,10.55,75.0,12.59,236,601.11,257,68.97,69.06,13.93,59.6,9.02,186,421.16,200,78.3,78.2,13.74,65.2,80.0,360.0,360.0,18.0,314.0,18.0,303.0,310.0,290.0,265.6,238.4,245.1,64.4
0.329,7.859999999999998,11.54,200,963.0,247,72.0,72.2,10.52,75.0,12.59,236,601.11,257,68.95,69.08,13.91,59.6,9.02,186,421.16,200,78.3,78.2,13.81,65.2,80.0,360.0,359.0,17.0,314.0,17.0,303.0,310.0,290.0,265.6,238.4,245.2,64.4
0.327,7.88285714285714,11.54,200,963.0,247,72.0,72.2,10.55,75.0,12.59,236,601.11,257,68.97,69.08,13.91,59.6,9.02,186,421.16,200,78.2,78.2,13.62,65.2,80.0,360.0,360.0,18.0,314.0,18.0,303.0,310.0,290.0,265.6,238.4,245.2,64.4
0.327,7.885333333333331,11.54,200,963.0,247,72.0,72.2,10.42,75.0,12.59,236,601.11,257,68.99,69.05,13.91,59.7,9.02,186,421.16,200,78.2,78.2,13.57,65.2,80.0,360.0,360.0,17.0,314.0,17.0,303.0,310.0,290.0,265.6,238.4,245.2,64.4
0.326,7.894999999999998,11.54,200,963.0,247,72.0,72.3,10.52,75.0,12.59,236,601.11,257,68.98,69.09,13.93,59.7,9.02,186,421.16,200,78.2,78.2,13.51,65.2,80.0,360.0,360.0,16.0,314.0,16.0,303.0,310.0,290.0,265.6,238.4,245.2,64.3
0.325,7.907647058823526,11.54,200,963.0,247,72.0,72.3,10.52,75.0,12.59,236,601.11,257,68.98,69.09,13.92,59.7,9.02,186,421.16,200,78.2,78.2,13.71,65.2,80.0,360.0,360.0,17.0,314.0,17.0,303.0,310.0,290.0,265.6,238.4,245.2,64.3
0.324,7.918888888888887,11.54,200,963.0,247,72.0,72.3,10.55,75.0,12.59,236,601.11,257,68.98,69.06,13.87,59.8,9.02,186,421.16,200,78.2,78.2,13.77,65.1,80.0,361.0,360.0,18.0,314.0,18.0,303.0,310.0,290.0,265.6,238.4,245.2,64.3
0.323,7.932631578947367,11.54,200,963.0,247,72.0,72.3,10.52,75.0,12.59,236,601.11,257,68.97,69.07,13.91,59.8,9.02,186,421.16,200,78.2,78.2,13.76,65.1,80.0,361.0,360.0,17.0,314.0,17.0,303.0,310.0,290.0,265.6,238.4,245.2,64.3
0.322,7.9449999999999985,11.54,200,963.0,247,72.0,72.3,10.48,75.0,12.59,236,601.11,257,68.97,69.08,13.9,59.9,9.02,186,421.16,200,78.2,78.2,13.65,65.1,80.0,361.0,360.0,17.0,314.0,17.0,303.0,310.0,290.0,265.6,238.4,245.2,64.3
0.321,7.952857142857143,11.54,200,963.0,247,72.0,72.3,10.45,75.0,12.59,236,601.11,257,69.0,69.07,13.91,59.9,9.02,186,421.16,200,78.2,78.2,13.5,65.1,80.0,360.0,360.0,17.0,314.0,17.0,303.0,310.0,290.0,265.6,238.4,245.2,64.3
0.32,7.965,11.54,200,963.0,247,72.0,72.4,10.52,75.0,12.59,236,601.11,257,68.96,69.06,13.89,60.0,9.02,186,421.16,200,78.2,78.1,13.66,65.1,80.0,361.0,360.0,17.0,314.0,17.0,303.0,310.0,290.0,265.6,238.4,245.2,64.3
0.319,7.973478260869564,11.54,200,963.0,247,72.0,72.4,10.55,75.0,12.59,236,601.11,257,69.01,69.09,13.87,60.1,9.02,186,421.16,200,78.2,78.1,13.68,65.1,80.0,361.0,360.0,17.0,314.0,17.0,303.0,310.0,290.0,265.6,238.4,245.2,64.3
0.318,7.981249999999999,11.54,200,963.0,247,72.0,72.4,10.52,75.0,12.59,236,601.11,257,68.97,69.06,13.92,60.1,9.02,186,421.16,200,78.2,78.1,13.74,65.1,80.0,360.0,360.0,17.0,314.0,17.0,303.0,310.0,290.0,265.6,238.4,245.2,64.3
0.318,7.989999999999998,11.54,200,963.0,247,72.0,72.4,10.55,75.0,12.59,236,601.11,257,68.97,69.05,13.91,60.2,9.02,186,421.16,200,78.2,78.1,13.83,65.1,80.0,360.0,360.0,17.0,314.0,17.0,303.0,310.0,290.0,265.6,238.4,245.2,64.3
0.317,7.992399999999999,11.54,200,963.0,247,72.0,72.4,10.42,75.0,12.59,236,601.11,257,68.97,69.06,13.92,60.2,9.02,186,421.16,200,78.2,78.1,13.6,65.1,80.0,361.0,360.0,18.0,314.0,18.0,303.0,310.0,290.0,265.6,238.4,245.2,64.3
0.317,7.996923076923076,11.54,200,963.0,247,72.0,72.4,10.45,75.0,12.59,236,601.11,257,68.98,69.09,13.93,60.3,9.02,186,421.16,200,78.2,78.0,13.66,65.1,80.0,361.0,360.0,17.0,314.0,17.0,303.0,310.0,290.0,265.6,238.4,245.2,64.3
0.318,7.984814814814813,11.54,200,963.0,247,72.0,72.5,10.52,75.0,12.59,236,601.11,257,69.0,69.09,13.91,60.3,9.02,186,421.16,200,78.2,78.0,13.65,65.1,80.0,360.0,360.0,16.0,314.0,16.0,303.0,310.0,290.0,265.6,238.4,245.2,64.3
0.319,7.978571428571427,11.54,200,963.0,247,72.0,72.5,10.55,75.0,12.59,236,601.11,257,68.97,69.06,13.94,60.4,9.02,186,421.16,200,78.2,78.0,13.73,65.1,80.0,361.0,360.0,17.0,314.0,17.0,303.0,310.0,290.0,265.6,238.4,245.2,64.3
0.324,7.917857142857142,11.54,200,963.0,247,72.0,72.5,10.52,75.0,12.59,236,601.11,257,69.01,69.09,13.85,60.4,9.02,186,421.16,200,78.2,78.0,13.77,65.1,80.0,361.0,360.0,19.0,314.0,19.0,303.0,310.0,290.0,265.6,238.5,245.2,64.3
0.321,7.948461538461536,11.54,200,963.0,247,72.0,72.5,10.48,75.0,12.59,236,601.11,257,69.01,69.11,13.92,60.4,9.02,186,421.16,200,78.2,77.9,13.54,65.1,80.0,361.0,360.0,18.0,314.0,18.0,303.0,310.0,290.0,265.6,238.5,245.1,64.3
0.321,7.953076923076921,11.54,200,963.0,247,71.9,72.5,10.48,75.0,12.59,236,601.11,257,69.0,69.06,13.9,60.4,9.02,186,421.16,200,78.2,77.9,13.8,65.1,80.0,361.0,360.0,17.0,314.0,17.0,303.0,310.0,290.0,265.6,238.5,245.1,64.3
0.321,7.948461538461538,11.54,200,963.0,247,71.9,72.5,10.52,75.0,12.59,236,601.11,257,68.97,69.04,13.87,60.4,9.02,186,421.16,200,78.2,77.9,13.78,65.1,80.0,361.0,360.0,17.0,314.0,17.0,303.0,310.0,289.9,265.6,238.5,245.0,64.3
0.323,7.9325925925925915,11.54,200,963.0,247,71.9,72.6,10.52,75.0,12.59,236,601.11,257,68.97,69.07,13.86,60.3,9.02,186,421.16,200,78.2,77.9,13.55,65.1,80.0,361.0,360.0,17.0,314.0,17.0,303.0,310.0,289.9,265.6,238.5,245.0,64.3
0.32,7.958695652173911,11.54,200,963.0,247,71.9,72.6,10.58,75.0,12.59,236,601.11,257,69.01,69.06,13.91,59.9,9.02,186,421.16,200,78.2,77.9,13.6,65.1,80.0,361.0,361.0,17.0,314.0,17.0,303.0,310.0,289.9,265.6,238.5,245.1,64.3
0.338,7.753999999999998,11.54,200,963.0,247,72.0,72.7,10.52,75.0,12.59,236,601.11,257,68.97,69.4,13.89,59.7,9.02,186,421.16,200,78.1,77.9,13.68,65.1,80.0,361.0,361.0,18.0,315.0,18.0,303.0,309.9,290.0,265.7,238.5,245.0,64.2
0.344,7.683749999999996,11.54,200,963.0,247,72.0,72.6,10.48,75.0,12.59,236,601.11,257,68.97,69.5,13.94,60.0,9.02,186,421.16,200,78.2,77.9,13.7,65.1,80.0,361.0,361.0,18.0,315.0,18.0,303.0,309.9,290.0,265.7,238.5,245.0,64.2
0.35,7.607142857142853,11.54,200,963.0,247,72.0,72.6,10.52,75.0,12.59,236,601.11,257,68.99,69.63,13.91,60.2,9.02,186,421.16,200,78.2,78.0,13.78,65.1,80.0,361.0,361.0,18.0,315.0,18.0,303.0,310.0,290.0,265.8,238.6,245.0,64.2
