Stage1.Measurement5.DV_ErrorRate,Stage1.Output.Measurement5.U.Actual,Machine1.RawMaterial.Property1,Machine1.RawMaterial.Property2,Machine1.RawMaterial.Property3,Machine1.RawMaterial.Property4,Machine1.Zone1Temperature.C.Actual,Machine1.Zone2Temperature.C.Actual,Machine1.MotorRPM.C.Actual,Machine1.ExitZoneTemperature.C.Actual,Machine2.RawMaterial.Property1,Machine2.RawMaterial.Property2,Machine2.RawMaterial.Property3,Machine2.RawMaterial.Property4,Machine2.Zone1Temperature.C.Actual,Machine2.Zone2Temperature.C.Actual,Machine2.MotorRPM.C.Actual,Machine2.ExitZoneTemperature.C.Actual,Machine3.RawMaterial.Property1,Machine3.RawMaterial.Property2,Machine3.RawMaterial.Property3,Machine3.RawMaterial.Property4,Machine3.Zone1Temperature.C.Actual,Machine3.Zone2Temperature.C.Actual,Machine3.MotorRPM.C.Actual,Machine3.ExitZoneTemperature.C.Actual,FirstStage.CombinerOperation.Temperature3.C.Actual
0.964,0.1,11.54,200,963.0,247,72.2,72.6,10.52,75.1,12.59,236,601.11,257,68.98,69.81,13.92,60.1,9.02,186,421.16,200,77.7,78.5,13.71,65.0,80.0
0.964,0.1,11.54,200,963.0,247,72.2,72.6,10.52,75.0,12.59,236,601.11,257,68.94,69.8,13.87,60.1,9.02,186,421.16,200,77.7,78.4,13.53,65.0,80.0
0.976,0.06673999000000001,11.54,200,963.0,247,72.20000011,72.62578197,10.54208627,75.0225937,12.59,236,601.11,257,69.01166040000001,69.92985171,13.92298979,60.01701219,9.02,186,421.16,200,77.84496605,78.25508719,13.82717992,65.00000273,80.0
0.982,0.050077459350000006,11.54,200,963.0,247,72.20000021,72.67421803,10.54405308,75.06650695,12.59,236,601.11,257,69.00541608,69.94089066,13.86614683,60.04433426,9.02,186,421.16,200,77.81855848,78.28165113,13.81555856,65.00000667,80.0
0.905,0.26,11.54,200,963.0,247,72.1,71.8,10.48,75.0,12.59,236,601.11,257,68.97,69.56,13.89,59.6,9.02,186,421.16,200,78.0,78.0,13.69,64.9,80.0
0.905,0.26,11.54,200,963.0,247,72.1,71.8,10.48,75.0,12.59,236,601.11,257,68.99,69.59,13.85,59.6,9.02,186,421.16,200,78.0,78.0,13.74,65.0,80.0
0.755,0.67,11.54,200,963.0,247,72.1,72.6,10.48,75.0,12.59,236,601.11,257,68.98,69.07,13.89,59.6,9.02,186,421.16,200,78.0,78.0,13.67,65.1,80.0
0.755,0.67,11.54,200,963.0,247,72.1,72.6,10.48,75.0,12.59,236,601.11,257,69.01,69.08,13.93,59.6,9.02,186,421.16,200,78.0,78.0,13.81,65.1,80.0
0.425,1.5766666666666669,11.54,200,963.0,247,72.1,72.6,10.48,75.0,12.59,236,601.11,257,68.98,69.09,13.93,60.0,9.02,186,421.16,200,78.0,78.0,13.86,65.0,80.0
0.259,2.0300000000000002,11.54,200,963.0,247,72.1,72.6,10.45,75.0,12.59,236,601.11,257,69.0,69.06,13.93,59.9,9.02,186,421.16,200,78.0,78.0,13.56,65.0,80.0
0.16,2.3020000000000005,11.54,200,963.0,247,72.1,72.6,10.52,75.0,12.59,236,601.11,257,68.97,69.07,13.87,59.8,9.02,186,421.16,200,78.0,78.0,13.49,65.0,80.0
0.029,2.660000000000001,11.54,200,963.0,247,72.1,71.9,10.55,75.0,12.59,236,601.11,257,68.97,69.06,13.85,59.9,9.02,186,421.16,200,78.0,78.1,13.69,65.0,80.0
0.029,2.6600000000000006,11.54,200,963.0,247,72.1,71.8,10.52,75.0,12.59,236,601.11,257,68.97,68.76,13.85,59.8,9.02,186,421.16,200,78.0,78.0,13.8,65.0,80.0
0.034,2.646666666666667,11.54,200,963.0,247,72.1,71.8,10.52,75.0,12.59,236,601.11,257,68.98,69.09,13.92,59.8,9.02,186,421.16,200,78.0,78.0,13.64,65.0,80.0
0.036,2.6400000000000006,11.54,200,963.0,247,72.1,71.8,10.48,75.0,12.59,236,601.11,257,68.98,69.08,13.9,59.7,9.02,186,421.16,200,78.0,78.0,13.49,65.0,80.0
0.038,2.6360000000000006,11.54,200,963.0,247,72.1,71.8,10.48,75.0,12.59,236,601.11,257,68.98,69.09,13.93,59.7,9.02,186,421.16,200,78.0,78.0,13.57,64.9,80.0
0.037,2.638333333333334,11.54,200,963.0,247,72.1,71.7,10.48,75.0,12.59,236,601.11,257,68.95,69.06,13.9,59.6,9.02,186,421.16,200,78.0,77.9,13.57,64.9,80.0
0.036,2.6400000000000006,11.54,200,963.0,247,72.1,71.7,10.55,75.0,12.59,236,601.11,257,68.99,69.07,13.85,59.6,9.02,186,421.16,200,78.0,77.9,13.74,64.9,80.0
0.036,2.6400000000000006,11.54,200,963.0,247,72.1,71.7,10.52,75.0,12.59,236,601.11,257,68.98,69.08,13.86,59.6,9.02,186,421.16,200,78.0,77.9,13.69,64.9,80.0
0.036,2.6400000000000006,11.54,200,963.0,247,72.1,71.7,10.48,75.0,12.59,236,601.11,257,68.98,69.08,13.9,59.6,9.02,186,421.16,200,78.0,77.9,13.72,64.9,80.0
0.04,2.630000000000001,11.54,200,963.0,247,72.0,72.7,10.55,75.0,12.59,236,601.11,257,69.01,69.09,13.87,59.9,9.02,186,421.16,200,78.0,77.8,13.63,64.9,79.9
0.04,2.6300000000000003,11.54,200,963.0,247,72.0,72.7,10.45,75.0,12.59,236,601.11,257,68.97,69.03,13.87,60.0,9.02,186,421.16,200,78.0,77.9,13.77,65.0,79.8
0.04,2.6300000000000003,11.54,200,963.0,247,72.0,72.7,10.48,75.0,12.59,236,601.11,257,68.97,69.03,13.9,60.0,9.02,186,421.16,200,78.0,77.9,13.61,65.0,79.8
1.0,8.881784197001252e-16,11.54,200,963.0,247,72.0,72.55000055,10.50690092,75.1,12.59,236,601.11,257,69.00552036,69.06788256,13.89423408,60.19988804,9.02,186,421.16,200,78.0,78.10000055,13.68725535,65.0,79.90435286
1.0,8.881784197001252e-16,11.54,200,963.0,247,72.0,72.49996454,10.52696468,74.9,12.85,241,556.7,256,69.0,69.11,13.9,60.1,9.86,192,408.97,202,78.0,77.9,13.74,65.1,79.75003911
1.0,4.440892098500626e-16,11.54,200,963.0,247,72.0,72.37838042,10.565909800000002,74.9,12.85,241,556.7,256,69.03,69.11,13.91,59.9,9.86,192,408.97,202,78.0,77.9,13.69,65.1,79.84994268
0.036,2.640000000000001,11.54,200,963.0,247,72.0,72.6,10.55,75.1,12.85,241,556.7,256,69.0,69.1,13.86,60.4,9.86,192,408.97,202,78.0,77.9,13.67,65.0,80.1
0.036,2.6400000000000006,11.54,200,963.0,247,72.0,72.6,10.52,75.1,12.85,241,556.7,256,68.97,69.07,13.9,60.4,9.86,192,408.97,202,78.0,77.9,13.66,65.0,80.1
0.08,2.520000000000001,11.54,200,963.0,247,72.0,72.1,10.52,75.0,12.85,241,556.7,256,68.97,69.06,13.94,60.1,9.86,192,408.97,202,78.0,78.1,13.7,65.0,80.0
0.08,2.5200000000000005,11.54,200,963.0,247,72.0,72.0,10.48,75.0,12.85,241,556.7,256,69.0,69.09,13.93,60.2,9.86,192,408.97,202,78.1,78.0,13.64,65.0,80.0
1.0,1.7609481784197e-12,11.54,200,963.0,247,72.0,71.39998123,10.5365135,74.99999678,12.85,241,556.7,256,68.99863506,69.1024001,13.93556909,60.04566859,9.86,192,408.97,202,78.1,78.04999935,13.68869865,65.1,80.19628736
0.535,1.2750000000008803,11.54,200,963.0,247,72.0,71.5,10.48,75.1,12.85,241,556.7,256,69.01,69.09,13.87,59.9,9.86,192,408.97,202,78.1,78.2,13.63,65.0,80.1
0.38,1.7000000000005866,11.54,200,963.0,247,72.0,71.6,10.52,75.1,12.85,241,556.7,256,68.99,69.1,13.86,59.9,9.86,192,408.97,202,78.1,78.2,13.61,65.0,80.1
0.3,1.91750000000044,11.54,200,963.0,247,72.0,71.7,10.45,75.1,12.85,241,556.7,256,68.97,69.09,13.86,60.3,9.86,192,408.97,202,78.0,78.1,13.73,65.0,79.9
0.253,2.048000000000352,11.54,200,963.0,247,72.0,71.7,10.48,75.1,12.85,241,556.7,256,69.0,69.1,13.86,60.3,9.86,192,408.97,202,78.0,78.0,13.72,65.0,79.9
0.221,2.1350000000002933,11.54,200,963.0,247,72.0,71.7,10.52,75.1,12.85,241,556.7,256,69.02,69.09,13.9,60.3,9.86,192,408.97,202,78.1,78.0,13.72,65.0,79.9
0.04,2.6300000000000026,11.54,200,963.0,247,72.0,72.4,10.52,75.0,12.85,241,556.7,256,68.97,69.08,13.9,60.3,9.86,192,408.97,202,78.0,77.9,13.68,65.0,80.1
0.04,2.6300000000000012,11.54,200,963.0,247,72.0,72.5,10.52,75.0,12.85,241,556.7,256,68.98,69.08,13.94,60.3,9.86,192,408.97,202,78.0,77.9,13.54,65.0,80.1
0.041,2.6266666666666674,11.54,200,963.0,247,72.0,72.6,10.48,74.9,12.85,241,556.7,256,68.95,69.06,13.92,59.6,9.86,192,408.97,202,78.0,77.8,13.6,65.0,80.2
0.042,2.625000000000001,11.54,200,963.0,247,72.0,72.6,10.45,74.9,12.85,241,556.7,256,68.99,69.07,13.94,59.7,9.86,192,408.97,202,78.0,77.8,13.65,65.0,80.2
0.04,2.6300000000000034,11.54,200,963.0,247,72.0,72.2,10.52,75.1,12.85,241,556.7,256,68.99,69.09,13.93,60.0,9.86,192,408.97,202,78.1,78.1,13.53,65.0,79.8
0.04,2.6300000000000017,11.54,200,963.0,247,72.0,72.2,10.48,75.1,12.85,241,556.7,256,69.01,69.12,13.89,60.1,9.86,192,408.97,202,78.1,78.2,13.56,65.0,79.9
0.04,2.6300000000000012,11.54,200,963.0,247,72.0,72.1,10.52,75.1,12.85,241,556.7,256,69.01,69.11,13.92,60.1,9.86,192,408.97,202,78.0,78.2,13.56,65.0,79.9
0.051,2.6000000000000036,11.54,200,963.0,247,72.0,72.1,10.52,75.0,12.85,241,556.7,256,68.98,69.1,13.89,59.8,9.86,192,408.97,202,78.0,78.1,13.6,65.0,80.2
0.051,2.600000000000002,11.54,200,963.0,247,72.0,72.1,10.48,75.0,12.85,241,556.7,256,69.0,69.1,13.86,59.9,9.86,192,408.97,202,78.0,78.1,13.56,65.0,80.2
0.051,2.6000000000000014,11.54,200,963.0,247,72.0,72.1,10.48,75.0,12.85,241,556.7,256,68.98,69.08,13.9,59.9,9.86,192,408.97,202,78.0,78.1,13.61,65.0,80.2
0.058,2.580000000000001,11.54,200,963.0,247,72.0,72.5,10.48,75.1,12.85,241,556.7,256,69.0,69.07,13.91,60.0,9.86,192,408.97,202,78.0,78.1,13.32,65.0,80.2
0.063,2.5680000000000005,11.54,200,963.0,247,72.0,72.5,10.45,75.1,12.85,241,556.7,256,68.98,69.09,13.86,59.9,9.86,192,408.97,202,78.0,78.0,13.34,65.0,80.2
0.08,2.5200000000000014,11.54,200,963.0,247,72.0,72.6,10.48,75.0,12.85,241,556.7,256,68.97,69.09,13.9,60.2,9.86,192,408.97,202,78.0,78.0,13.36,65.0,79.7
0.08,2.520000000000001,11.54,200,963.0,247,72.0,72.6,10.45,74.9,12.85,241,556.7,256,68.97,69.08,13.86,60.2,9.86,192,408.97,202,78.0,78.0,13.34,65.0,79.7
0.08,2.5200000000000005,11.54,200,963.0,247,72.0,72.6,10.48,74.9,12.85,241,556.7,256,68.99,69.1,13.86,60.2,9.86,192,408.97,202,78.0,78.0,13.38,65.0,79.7
0.073,2.540000000000001,11.54,200,963.0,247,72.0,72.5,10.52,74.9,12.85,241,556.7,256,69.01,69.11,13.86,59.8,9.86,192,408.97,202,78.0,78.1,13.3,65.0,79.8
0.069,2.5520000000000005,11.54,200,963.0,247,72.0,72.5,10.48,74.9,12.85,241,556.7,256,69.01,69.12,13.91,59.8,9.86,192,408.97,202,78.0,78.1,13.33,65.0,79.8
0.066,2.5600000000000005,11.54,200,963.0,247,72.0,72.4,10.45,74.9,12.85,241,556.7,256,68.98,69.09,13.86,59.8,9.86,192,408.97,202,78.0,78.1,13.38,65.0,79.8
0.066,2.5600000000000045,11.54,200,963.0,247,72.0,71.5,10.48,75.0,12.85,241,556.7,256,68.99,69.1,13.9,59.8,9.86,192,408.97,202,78.0,78.1,13.32,65.0,79.8
0.066,2.5600000000000023,11.54,200,963.0,247,72.0,71.5,10.48,75.0,12.85,241,556.7,256,69.0,69.1,13.87,59.8,9.86,192,408.97,202,78.0,78.0,13.32,65.1,79.8
0.068,2.553333333333335,11.54,200,963.0,247,72.0,71.8,10.55,74.9,12.85,241,556.7,256,69.0,69.09,13.89,59.9,9.86,192,408.97,202,78.0,78.0,13.46,65.0,80.1
0.069,2.550000000000001,11.54,200,963.0,247,72.0,71.8,10.52,74.9,12.85,241,556.7,256,68.98,69.08,13.91,59.9,9.86,192,408.97,202,78.0,78.0,13.48,65.0,80.1
0.07,2.548000000000001,11.54,200,963.0,247,72.0,71.9,10.48,74.9,12.85,241,556.7,256,68.97,69.09,13.93,59.8,9.86,192,408.97,202,78.0,78.0,13.43,65.0,80.1
0.074,2.537500000000001,11.54,200,963.0,247,72.0,71.9,10.55,74.9,12.85,241,556.7,256,68.97,69.05,13.86,59.8,9.86,192,408.97,202,78.0,78.0,13.41,65.0,80.1
0.074,2.5360000000000005,11.54,200,963.0,247,72.0,71.9,10.55,74.9,12.85,241,556.7,256,68.99,69.07,13.93,59.8,9.86,192,408.97,202,78.0,78.0,13.36,65.0,80.1
0.075,2.5350000000000006,11.54,200,963.0,247,72.0,72.0,10.48,74.9,12.85,241,556.7,256,68.99,69.1,13.9,59.8,9.86,192,408.97,202,78.0,78.1,13.45,65.0,80.2
0.074,2.5375000000000005,11.54,200,963.0,247,72.0,72.4,10.48,75.0,12.85,241,556.7,256,69.01,69.1,13.89,60.1,9.86,192,408.97,202,78.0,78.0,13.46,65.0,80.1
0.072,2.5420000000000007,11.54,200,963.0,247,72.0,72.4,10.48,75.0,12.85,241,556.7,256,68.97,69.05,13.87,60.0,9.86,192,408.97,202,78.0,78.0,13.37,65.0,80.1
0.058,2.5800000000000045,11.54,200,963.0,247,72.0,71.4,10.52,75.0,12.85,241,556.7,256,68.98,69.09,13.92,60.2,9.86,192,408.97,202,78.0,78.2,13.31,65.0,79.9
0.058,2.5800000000000023,11.54,200,963.0,247,72.0,71.4,10.52,75.0,12.85,241,556.7,256,69.01,69.09,13.85,60.1,9.86,192,408.97,202,78.0,78.2,13.4,65.0,79.9
0.036,2.6400000000000046,11.54,200,963.0,247,72.0,72.6,10.48,75.0,12.85,241,556.7,256,68.97,69.06,13.92,60.1,9.86,192,408.97,202,78.0,78.1,13.37,65.0,80.0
0.036,2.6400000000000023,11.54,200,963.0,247,72.0,72.5,10.55,75.0,12.85,241,556.7,256,68.97,69.11,13.87,60.0,9.86,192,408.97,202,78.0,78.1,13.42,65.0,80.0
0.036,2.640000000000002,11.54,200,963.0,247,72.0,72.5,10.48,75.0,12.85,241,556.7,256,69.0,69.09,13.86,60.0,9.86,192,408.97,202,78.0,78.1,13.37,65.0,80.0
0.039,2.632500000000001,11.54,200,963.0,247,72.0,72.1,10.52,75.1,12.85,241,556.7,256,69.0,69.07,13.91,60.2,9.86,192,408.97,202,78.0,77.8,13.35,65.0,80.0
0.041,2.628000000000001,11.54,200,963.0,247,72.0,72.1,10.48,75.1,12.85,241,556.7,256,68.99,69.1,13.87,60.2,9.86,192,408.97,202,78.0,77.9,13.35,65.0,80.0
0.127,2.391350026500001,11.54,200,963.0,247,72.0,72.09567326,10.46119719,75.10060152,12.85,241,556.7,256,69.0,69.11,13.89,60.2,9.86,192,408.97,202,78.0,77.92163887,13.31646875,65.0,80.0
0.047,2.610000000000003,11.54,200,963.0,247,72.0,71.8,10.52,75.0,12.85,241,556.7,256,68.98,69.08,13.86,59.9,9.86,192,408.97,202,78.0,78.1,13.41,65.0,80.0
0.047,2.610000000000001,11.54,200,963.0,247,72.0,71.8,10.48,75.0,12.85,241,556.7,256,69.0,69.07,13.89,59.8,9.86,192,408.97,202,78.0,78.1,13.43,65.0,80.0
0.047,2.6100000000000008,11.54,200,963.0,247,72.0,71.8,10.52,75.0,12.85,241,556.7,256,69.0,69.09,13.9,59.8,9.86,192,408.97,202,78.0,78.1,13.42,65.0,80.0
