Stage2.Measurement0.DV_ErrorRate,Stage2.Output.Measurement0.U.Actual,Machine1.RawMaterial.Property1,Machine1.RawMaterial.Property2,Machine1.RawMaterial.Property3,Machine1.RawMaterial.Property4,Machine1.Zone1Temperature.C.Actual,Machine1.Zone2Temperature.C.Actual,Machine1.MotorRPM.C.Actual,Machine1.ExitZoneTemperature.C.Actual,Machine2.RawMaterial.Property1,Machine2.RawMaterial.Property2,Machine2.RawMaterial.Property3,Machine2.RawMaterial.Property4,Machine2.Zone1Temperature.C.Actual,Machine2.Zone2Temperature.C.Actual,Machine2.MotorRPM.C.Actual,Machine2.ExitZoneTemperature.C.Actual,Machine3.RawMaterial.Property1,Machine3.RawMaterial.Property2,Machine3.RawMaterial.Property3,Machine3.RawMaterial.Property4,Machine3.Zone1Temperature.C.Actual,Machine3.Zone2Temperature.C.Actual,Machine3.MotorRPM.C.Actual,Machine3.ExitZoneTemperature.C.Actual,FirstStage.CombinerOperation.Temperature3.C.Actual,Machine4.Temperature1.C.Actual,Machine4.Temperature2.C.Actual,Machine4.Pressure.C.Actual,Machine4.Temperature3.C.Actual,Machine4.Temperature4.C.Actual,Machine4.Temperature5.C.Actual,Machine5.Temperature1.C.Actual,Machine5.Temperature2.C.Actual,Machine5.Temperature3.C.Actual,Machine5.Temperature4.C.Actual,Machine5.Temperature5.C.Actual,Machine5.Temperature6.C.Actual
0.044,11.52,11.54,200,963.0,247,71.9,72.6,10.48,75.1,12.59,236,601.11,257,68.99,69.08,13.89,60.4,9.02,186,421.16,200,78.4,78.1,13.5,65.1,80.0,363.0,363.0,17.0,315.0,17.0,304.0,310.0,289.9,264.7,237.8,244.9,64.9
0.036,11.615,11.54,200,963.0,247,71.9,72.6,10.48,75.1,12.59,236,601.11,257,68.97,69.07,13.93,60.3,9.02,186,421.16,200,78.4,78.1,13.66,65.1,80.0,363.0,363.0,18.0,315.0,18.0,304.0,310.0,289.9,264.7,237.8,244.9,64.9
0.03,11.693333333333333,11.54,200,963.0,247,71.9,72.6,10.52,75.1,12.59,236,601.11,257,68.96,69.06,13.9,60.2,9.02,186,421.16,200,78.4,78.1,13.84,65.1,80.0,363.0,363.0,18.0,315.0,18.0,304.0,310.0,289.9,264.7,237.8,244.9,64.9
0.018,11.83,11.54,200,963.0,247,71.9,72.6,10.52,75.1,12.59,236,601.11,257,68.97,69.04,13.87,60.1,9.02,186,421.16,200,78.4,78.1,13.75,65.1,80.0,363.0,363.0,18.0,315.0,18.0,304.0,310.0,289.9,264.7,237.8,245.0,64.9
0.015,11.866,11.54,200,963.0,247,71.9,72.6,10.48,75.1,12.59,236,601.11,257,69.0,69.09,13.86,60.0,9.02,186,421.16,200,78.4,78.1,13.58,65.1,80.0,363.0,363.0,18.0,315.0,18.0,304.0,310.0,289.9,264.7,237.8,245.0,64.9
0.016,11.854999999999999,11.54,200,963.0,247,71.9,72.6,10.48,75.1,12.59,236,601.11,257,68.96,69.06,13.9,60.0,9.02,186,421.16,200,78.4,78.1,13.75,65.1,80.0,363.0,363.0,17.0,315.0,17.0,304.0,310.0,289.9,264.7,237.8,245.0,64.9
0.017,11.847142857142856,11.54,200,963.0,247,71.9,72.6,10.48,75.1,12.59,236,601.11,257,69.0,69.07,13.87,59.9,9.02,186,421.16,200,78.4,78.1,13.7,65.1,80.0,363.0,362.0,18.0,315.0,18.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.022,11.79,11.54,200,963.0,247,71.9,72.7,10.52,75.1,12.59,236,601.11,257,68.99,69.08,13.87,59.8,9.02,186,421.16,200,78.4,78.1,13.65,65.1,80.0,363.0,362.0,17.0,315.0,17.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.025,11.748888888888889,11.54,200,963.0,247,71.9,72.7,10.48,75.1,12.59,236,601.11,257,68.99,69.07,13.84,59.6,9.02,186,421.16,200,78.4,78.2,13.69,65.1,80.0,363.0,362.0,18.0,315.0,18.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.024,11.754999999999999,11.54,200,963.0,247,71.9,72.7,10.52,75.1,12.59,236,601.11,257,68.99,69.09,13.93,59.6,9.02,186,421.16,200,78.4,78.2,13.69,65.1,80.0,363.0,362.0,18.0,315.0,18.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
