Stage1.Measurement14.DV_ErrorRate,Stage1.Output.Measurement14.U.Actual,Machine1.RawMaterial.Property1,Machine1.RawMaterial.Property2,Machine1.RawMaterial.Property3,Machine1.RawMaterial.Property4,Machine1.Zone1Temperature.C.Actual,Machine1.Zone2Temperature.C.Actual,Machine1.MotorRPM.C.Actual,Machine1.ExitZoneTemperature.C.Actual,Machine2.RawMaterial.Property1,Machine2.RawMaterial.Property2,Machine2.RawMaterial.Property3,Machine2.RawMaterial.Property4,Machine2.Zone1Temperature.C.Actual,Machine2.Zone2Temperature.C.Actual,Machine2.MotorRPM.C.Actual,Machine2.ExitZoneTemperature.C.Actual,Machine3.RawMaterial.Property1,Machine3.RawMaterial.Property2,Machine3.RawMaterial.Property3,Machine3.RawMaterial.Property4,Machine3.Zone1Temperature.C.Actual,Machine3.Zone2Temperature.C.Actual,Machine3.MotorRPM.C.Actual,Machine3.ExitZoneTemperature.C.Actual,FirstStage.CombinerOperation.Temperature3.C.Actual
0.181,14.51,11.54,200,963.0,247,72.0,72.3,10.48,75.1,12.59,236,601.11,257,69.37,69.06,13.89,60.1,9.02,186,421.16,200,78.2,78.4,13.5,65.0,80.0
0.179,14.555,11.54,200,963.0,247,72.1,72.4,10.45,75.0,12.59,236,601.11,257,69.27,69.06,13.87,59.8,9.02,186,421.16,200,77.9,78.5,13.81,65.0,80.0
0.178,14.57,11.54,200,963.0,247,72.1,72.4,10.48,75.0,12.59,236,601.11,257,69.25,68.94,13.93,59.8,9.02,186,421.16,200,77.9,78.5,13.49,65.0,80.0
0.174,14.64,11.54,200,963.0,247,72.1,72.5,10.48,75.1,12.59,236,601.11,257,69.16,69.2,13.92,60.1,9.02,186,421.16,200,77.7,78.5,13.7,65.0,80.0
0.171,14.681999999999999,11.54,200,963.0,247,72.1,72.5,10.52,75.1,12.59,236,601.11,257,69.09,69.25,13.92,60.1,9.02,186,421.16,200,77.7,78.6,13.89,65.0,80.0
0.171,14.698333333333332,11.54,200,963.0,247,72.1,72.5,10.52,75.1,12.59,236,601.11,257,69.07,69.41,13.91,60.1,9.02,186,421.16,200,77.7,78.6,13.68,65.0,80.0
0.17,14.709999999999999,11.54,200,963.0,247,72.1,72.5,10.52,75.1,12.59,236,601.11,257,69.09,69.43,13.89,60.2,9.02,186,421.16,200,77.7,78.6,13.73,65.0,80.0
0.163,14.82875,11.54,200,963.0,247,72.1,72.5,10.48,75.1,12.59,236,601.11,257,69.09,69.59,13.91,60.2,9.02,186,421.16,200,77.6,78.6,13.72,65.0,80.0
0.158,14.92111111111111,11.54,200,963.0,247,72.1,72.5,10.48,75.1,12.59,236,601.11,257,69.09,69.62,13.92,60.2,9.02,186,421.16,200,77.6,78.6,13.86,65.0,80.0
0.153,15.00145796,11.54,200,963.0,247,72.10010929,72.55000002,10.48154657,75.02464788,12.59,236,601.11,257,69.02700204,69.65614701,13.92443952,60.20065254,9.02,186,421.16,200,77.60382202,78.59990937,13.71146157,65.0,80.0
0.15,15.061325418181816,11.54,200,963.0,247,72.1,72.6,10.48,75.0,12.59,236,601.11,257,68.98,69.7,13.91,60.2,9.02,186,421.16,200,77.6,78.6,13.6,65.0,80.0
0.147,15.112048299999998,11.54,200,963.0,247,72.1,72.6,10.48,75.1,12.59,236,601.11,257,69.01,69.72,13.87,60.2,9.02,186,421.16,200,77.6,78.6,13.82,65.0,80.0
0.145,15.154967661538459,11.54,200,963.0,247,72.1,72.6,10.48,75.0,12.59,236,601.11,257,68.97,69.72,13.86,60.2,9.02,186,421.16,200,77.6,78.6,13.73,65.0,80.0
0.141,15.22573689230769,11.54,200,963.0,247,72.2,72.6,10.48,75.0,12.59,236,601.11,257,69.0,69.92,13.91,60.0,9.02,186,421.16,200,77.7,78.4,13.73,65.0,80.0
