Stage2.Measurement9.DV_ErrorRate,Stage2.Output.Measurement9.U.Actual,Machine1.RawMaterial.Property1,Machine1.RawMaterial.Property2,Machine1.RawMaterial.Property3,Machine1.RawMaterial.Property4,Machine1.Zone1Temperature.C.Actual,Machine1.Zone2Temperature.C.Actual,Machine1.MotorRPM.C.Actual,Machine1.ExitZoneTemperature.C.Actual,Machine2.RawMaterial.Property1,Machine2.RawMaterial.Property2,Machine2.RawMaterial.Property3,Machine2.RawMaterial.Property4,Machine2.Zone1Temperature.C.Actual,Machine2.Zone2Temperature.C.Actual,Machine2.MotorRPM.C.Actual,Machine2.ExitZoneTemperature.C.Actual,Machine3.RawMaterial.Property1,Machine3.RawMaterial.Property2,Machine3.RawMaterial.Property3,Machine3.RawMaterial.Property4,Machine3.Zone1Temperature.C.Actual,Machine3.Zone2Temperature.C.Actual,Machine3.MotorRPM.C.Actual,Machine3.ExitZoneTemperature.C.Actual,FirstStage.CombinerOperation.Temperature3.C.Actual,Machine4.Temperature1.C.Actual,Machine4.Temperature2.C.Actual,Machine4.Pressure.C.Actual,Machine4.Temperature3.C.Actual,Machine4.Temperature4.C.Actual,Machine4.Temperature5.C.Actual,Machine5.Temperature1.C.Actual,Machine5.Temperature2.C.Actual,Machine5.Temperature3.C.Actual,Machine5.Temperature4.C.Actual,Machine5.Temperature5.C.Actual,Machine5.Temperature6.C.Actual
0.177,13.55,11.54,200,963.0,247,71.9,72.3,10.52,75.1,12.59,236,601.11,257,68.97,69.69,13.86,59.6,9.02,186,421.16,200,78.4,77.9,13.67,65.1,80.1,363.0,366.0,17.0,315.0,17.0,304.0,310.0,289.9,264.5,237.6,245.0,65.1
0.114,14.600000000000001,11.54,200,963.0,247,71.9,72.3,10.48,75.1,12.59,236,601.11,257,68.99,69.63,13.85,59.6,9.02,186,421.16,200,78.4,77.9,13.72,65.1,80.1,363.0,365.0,17.0,315.0,17.0,304.0,310.0,289.9,264.5,237.7,245.0,65.1
0.092,14.96,11.54,200,963.0,247,71.9,72.3,10.52,75.1,12.59,236,601.11,257,68.97,69.6,13.9,59.6,9.02,186,421.16,200,78.4,77.9,13.66,65.1,80.1,363.0,365.0,17.0,315.0,17.0,304.0,310.0,289.9,264.5,237.7,245.0,65.0
0.081,15.14,11.54,200,963.0,247,71.9,72.6,10.52,75.1,12.59,236,601.11,257,69.01,69.09,13.89,60.4,9.02,186,421.16,200,78.4,78.0,13.71,65.2,80.0,363.0,363.0,17.0,314.0,17.0,303.0,310.0,289.9,264.7,237.7,244.8,65.0
0.075,15.24,11.54,200,963.0,247,71.9,72.6,10.48,75.1,12.59,236,601.11,257,68.98,69.06,13.93,60.3,9.02,186,421.16,200,78.4,78.1,13.83,65.1,80.0,363.0,363.0,18.0,315.0,18.0,304.0,310.0,289.9,264.7,237.8,244.9,64.9
0.07,15.31,11.54,200,963.0,247,71.9,72.6,10.52,75.1,12.59,236,601.11,257,68.96,69.06,13.9,60.2,9.02,186,421.16,200,78.4,78.1,13.84,65.1,80.0,363.0,363.0,18.0,315.0,18.0,304.0,310.0,289.9,264.7,237.8,244.9,64.9
0.068,15.354285714285714,11.54,200,963.0,247,71.9,72.6,10.52,75.1,12.59,236,601.11,257,68.97,69.04,13.87,60.1,9.02,186,421.16,200,78.4,78.1,13.75,65.1,80.0,363.0,363.0,18.0,315.0,18.0,304.0,310.0,289.9,264.7,237.8,245.0,64.9
0.066,15.39,11.54,200,963.0,247,71.9,72.6,10.48,75.1,12.59,236,601.11,257,69.0,69.09,13.86,60.0,9.02,186,421.16,200,78.4,78.1,13.58,65.1,80.0,363.0,363.0,18.0,315.0,18.0,304.0,310.0,289.9,264.7,237.8,245.0,64.9
0.064,15.41888888888889,11.54,200,963.0,247,71.9,72.6,10.48,75.1,12.59,236,601.11,257,68.96,69.06,13.9,60.0,9.02,186,421.16,200,78.4,78.1,13.75,65.1,80.0,363.0,363.0,17.0,315.0,17.0,304.0,310.0,289.9,264.7,237.8,245.0,64.9
0.05,15.652222222222223,11.54,200,963.0,247,71.9,72.6,10.48,75.1,12.59,236,601.11,257,69.0,69.07,13.87,59.9,9.02,186,421.16,200,78.4,78.1,13.7,65.1,80.0,363.0,362.0,18.0,315.0,18.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.05,15.653333333333332,11.54,200,963.0,247,71.9,72.7,10.52,75.1,12.59,236,601.11,257,68.99,69.08,13.87,59.8,9.02,186,421.16,200,78.4,78.1,13.65,65.1,80.0,363.0,362.0,17.0,315.0,17.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.05,15.651999999999997,11.54,200,963.0,247,71.9,72.7,10.52,75.1,12.59,236,601.11,257,68.97,69.09,13.89,59.7,9.02,186,421.16,200,78.4,78.1,13.74,65.1,80.0,363.0,362.0,17.0,315.0,17.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.05,15.651999999999997,11.54,200,963.0,247,71.9,72.7,10.48,75.1,12.59,236,601.11,257,68.97,69.07,13.9,59.7,9.02,186,421.16,200,78.4,78.2,13.69,65.1,80.0,363.0,362.0,18.0,315.0,18.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.05,15.65363636363636,11.54,200,963.0,247,71.9,72.7,10.45,75.1,12.59,236,601.11,257,68.99,69.0,13.86,59.7,9.02,186,421.16,200,78.4,78.2,13.68,65.1,80.0,363.0,362.0,17.0,315.0,17.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.049,15.654999999999996,11.54,200,963.0,247,71.9,72.7,10.48,75.1,12.59,236,601.11,257,68.99,69.07,13.84,59.6,9.02,186,421.16,200,78.4,78.2,13.69,65.1,80.0,363.0,362.0,18.0,315.0,18.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.049,15.656153846153842,11.54,200,963.0,247,71.9,72.7,10.52,75.1,12.59,236,601.11,257,68.99,69.09,13.93,59.6,9.02,186,421.16,200,78.4,78.2,13.69,65.1,80.0,363.0,362.0,18.0,315.0,18.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.049,15.655714285714282,11.54,200,963.0,247,71.9,72.7,10.48,75.1,12.59,236,601.11,257,68.99,69.09,13.92,59.6,9.02,186,421.16,200,78.3,78.2,13.66,65.1,80.0,363.0,362.0,18.0,315.0,18.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.05,15.653999999999996,11.54,200,963.0,247,71.9,72.7,10.52,75.1,12.59,236,601.11,257,68.98,68.95,13.87,59.6,9.02,186,421.16,200,78.3,78.2,13.79,65.1,80.0,363.0,362.0,18.0,315.0,18.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.05,15.652499999999996,11.54,200,963.0,247,71.9,72.7,10.48,75.1,12.59,236,601.11,257,69.01,69.11,13.86,59.6,9.02,186,421.16,200,78.3,78.2,13.75,65.1,80.0,363.0,362.0,17.0,315.0,17.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.05,15.653529411764703,11.54,200,963.0,247,71.9,72.7,10.52,75.1,12.59,236,601.11,257,68.99,69.07,13.87,59.6,9.02,186,421.16,200,78.3,78.2,13.64,65.1,80.0,363.0,362.0,18.0,315.0,18.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.05,15.654444444444444,11.54,200,963.0,247,71.9,72.7,10.52,75.1,12.59,236,601.11,257,68.97,69.06,13.89,59.6,9.02,186,421.16,200,78.3,78.2,13.6,65.1,80.0,363.0,362.0,17.0,315.0,17.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
